,id,gloss,stem,actual_phonology,model_phonology,type,language,num_morphemes,num_tokens,utterance_order,corpus_name,part_of_speech,speaker_code,speaker_name,speaker_role,target_child_name,target_child_age,target_child_sex,media_start,media_end,media_unit,collection_name,collection_id,corpus_id,speaker_id,target_child_id,transcript_id
9361,17253611,chart,,,,declarative,eng,-2147483648,1,29,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,106.056,107.106,s,Eng-NA,21,330,22782,22782,43664
9362,17253612,sauce,,,,declarative,eng,-2147483648,1,29,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,91.005,92.119,s,Eng-NA,21,330,22782,22782,43669
9363,17253613,danger,,,,declarative,eng,-2147483648,1,32,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,287.374,289.012,s,Eng-NA,21,330,22782,22782,43662
9364,17253614,danger,,,,declarative,eng,-2147483648,1,28,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,211.873,212.898,s,Eng-NA,21,330,22782,22782,43671
9365,17253615,chop,,,,declarative,eng,-2147483648,1,39,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,208.638,209.704,s,Eng-NA,21,330,22782,22782,43653
9366,17253616,quick,,,,declarative,eng,-2147483648,1,35,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,388.456,389.476,s,Eng-NA,21,330,22782,22782,43659
9367,17253617,soccer,,,,declarative,eng,-2147483648,1,32,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,113.733,114.865,s,Eng-NA,21,330,22782,22782,43665
9368,17253618,quick,,,,declarative,eng,-2147483648,1,41,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,191.173,192.143,s,Eng-NA,21,330,22782,22782,43652
9369,17253619,cooking,,,,declarative,eng,-2147483648,1,39,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,143.888,145.138,s,Eng-NA,21,330,22782,22782,43654
9370,17253620,kitchen,,,,declarative,eng,-2147483648,1,31,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,100.046,100.588,s,Eng-NA,21,330,22782,22782,43661
9371,17253621,duke,,,,declarative,eng,-2147483648,1,29,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,209.894,210.728,s,Eng-NA,21,330,22782,22782,43668
9372,17253622,ditch,,,,declarative,eng,-2147483648,1,32,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,240.513,241.213,s,Eng-NA,21,330,22782,22782,43663
9373,17253623,choose,,,,declarative,eng,-2147483648,1,31,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,113.353,114.681,s,Eng-NA,21,330,22782,22782,43666
9374,17253624,deck,,,,declarative,eng,-2147483648,1,31,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,150.472,151.302,s,Eng-NA,21,330,22782,22782,43658
9375,17253625,chalkboard,,,,declarative,eng,-2147483648,1,30,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,108.607,110.071,s,Eng-NA,21,330,22782,22782,43664
9376,17253626,tuna,,,,declarative,eng,-2147483648,1,37,PaidoEnglish,,CHI,,Target_Child,,63.0012936610608,female,238.728,239.86,s,Eng-NA,21,330,22782,22782,43656
9377,17253627,cooking,,,,declarative,eng,-2147483648,1,34,PaidoEnglish,,CHI,,Target_Child,,69.00141686687611,female,92.003,92.784,s,Eng-NA,21,330,22782,22782,43660
